PaymentData(id=3, limitBalance=90000, sex=2, education=2, marriage=2, age=34, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=29239, bill2=14027, bill3=13559, bill4=14331, bill5=14948, bill6=15549, payv1=1518, payv2=1500, payv3=1000, payv4=1000, payv5=1000, payv6=5000, defaultPaymentNextMonth=0)PaymentData(id=4, limitBalance=50000, sex=2, education=2, marriage=1, age=37, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=46990, bill2=48233, bill3=49291, bill4=28314, bill5=28959, bill6=29547, payv1=2000, payv2=2019, payv3=1200, payv4=1100, payv5=1069, payv6=1000, defaultPaymentNextMonth=0)
PaymentData(id=5, limitBalance=50000, sex=1, education=2, marriage=1, age=57, pay0=-1, pay2=0, pay3=-1, pay4=0, pay5=0, pay6=0, bill1=8617, bill2=5670, bill3=35835, bill4=20940, bill5=19146, bill6=19131, payv1=2000, payv2=36681, payv3=10000, payv4=9000, payv5=689, payv6=679, defaultPaymentNextMonth=0)
PaymentData(1477, 200000, 1, 2, 2, 26, -1, -1, 0, 0, 0, 0, 1747, 11817, 14225, 16017, 12613, 6600, 12957, 3884, 5010, 700, 360, 1713, 0)
PaymentData(1478, 50000, 1, 2, 2, 44, 0, 0, 0, 0, 0, 0, 27560, 19002, 8542, 8711, 8893, 9070, 1159, 1142, 311, 322, 324, 335, 0)
PaymentData(1481, 500000, 1, 2, 1, 40, 0, 0, 0, -1, -1, 0, 94585, 61111, 24801, 6288, 166251, 162785, 2659, 2090, 6333, 178460, 5506, 6205, 0)
PaymentData(1483, 340000, 2, 2, 1, 36, 0, 0, 0, 0, 0, 0, 167474, 155293, 134467, 129891, 113919, 106675, 7106, 4435, 4091, 3548, 4535, 4127, 0)
PaymentData(1484, 360000, 1, 1, 2, 32, -1, -1, -1, -1, -1, -1, 389, 389, 1955, 5316, 2265, 6594, 389, 1955, 5316, 2265, 6594, 2974, 0)
PaymentData(1485, 70000, 2, 1, 2, 22, 0, 0, 0, 0, 0, 0, 71358, 70285, 28867, 29766, 26522, 27584, 3280, 1480, 1360, 960, 1500, 1000, 0)
PaymentData(1487, 230000, 1, 1, 2, 32, 0, 0, 0, 0, 0, 0, 44734, 47178, 29582, 38426, 42500, 43531, 10120, 20000, 10000, 5000, 5000, 5000, 0)
PaymentData(1488, 60000, 1, 2, 1, 41, 0, 0, 0, 0, 0, -1, 48979, 41597, 29347, 19544, 11989, 9079, 5070, 1219, 1007, 8, 9381, 1156, 0)
PaymentData(1491, 130000, 2, 4, 2, 28, 0, 0, 0, 0, 0, 0, 36108, 34256, 36357, 37878, 39489, 41833, 3000, 3000, 2500, 3000, 3000, 2000, 0)
PaymentData(1492, 160000, 1, 3, 2, 52, 0, 0, 0, 0, 0, 0, 155684, 157364, 156581, 72814, 66825, 63419, 6525, 6649, 2724, 2503, 2310, 2200, 0)
PaymentData(1493, 60000, 2, 3, 2, 48, 2, 0, 0, 0, 0, 0, 43533, 39252, 38051, 37988, 38725, 39685, 1700, 1700, 2000, 1500, 1600, 1000, 0)
PaymentData(1495, 180000, 2, 1, 2, 25, 0, -1, -1, 0, -1, 0, 23800, 1246, 3430, 8430, 92925, 88283, 1246, 3430, 5000, 92925, 5000, 5000, 0)
PaymentData(1497, 360000, 2, 2, 2, 35, 2, 2, 2, 0, 0, 0, 360023, 363239, 350214, 319960, 260944, 202686, 14693, 30, 12302, 10004, 7506, 19721, 1)
PaymentData(1499, 180000, 2, 2, 2, 48, 1, -1, -1, -1, -1, -1, 2551, 3044, 3044, 5283, 1660, 6671, 3044, 3044, 5283, 1660, 6671, 493, 0)
PaymentData(1501, 230000, 2, 2, 1, 43, 0, 0, 0, 0, 0, 0, 7806, 8392, 8967, 8729, 10816, 15893, 1295, 1300, 468, 2816, 5893, 5977, 0)
PaymentData(1504, 50000, 1, 3, 1, 54, 0, 0, 0, -1, -1, 0, 50356, 48981, 47942, 1261, 17147, 16609, 2000, 1120, 1300, 17147, 1000, 1000, 0)
PaymentData(1505, 310000, 2, 2, 1, 39, 0, 0, 0, 0, 0, 0, 7246, 6713, 9507, 8894, 7418, 12154, 1155, 4507, 1000, 283, 7482, 2473, 0)
PaymentData(1506, 350000, 1, 1, 1, 70, 0, 0, 0, 0, 0, 0, 100895, 70244, 64839, 57583, 45554, 37063, 3371, 2089, 3008, 1300, 1500, 1372, 0)
PaymentData(1507, 50000, 2, 1, 2, 24, -1, -1, -1, -1, -1, -1, 629, 351, 784, 696, 800, 341, 351, 789, 699, 910, 341, 210, 0)
PaymentData(1509, 480000, 1, 3, 2, 53, 0, 0, 0, 0, 0, 0, 482250, 475931, 429037, 383821, 369920, 699944, 18093, 15233, 12597, 15098, 14155, 20306, 0)
PaymentData(1511, 200000, 2, 2, 2, 33, 0, 0, 0, 0, 0, 0, 184676, 178491, 169860, 165713, 168199, 160769, 7900, 6112, 6000, 6000, 5838, 5900, 0)
PaymentData(1512, 20000, 1, 3, 1, 34, 2, 0, 0, 0, 0, 0, 15736, 16762, 17774, 18125, 18507, 19063, 1284, 1296, 647, 672, 864, 1506, 0)
PaymentData(1513, 50000, 1, 2, 2, 48, 0, 0, 0, -1, 0, 0, 51631, 45223, 45461, 18354, 19118, 19404, 1800, 1005, 19763, 1000, 1000, 1000, 0)
PaymentData(1515, 20000, 2, 2, 2, 24, 0, 0, 0, 0, 0, 0, 19433, 20508, 19662, 20001, 16448, 16774, 1700, 1300, 600, 600, 600, 622, 0)
PaymentData(1518, 190000, 1, 3, 1, 49, 2, 2, 2, 2, 2, 2, 178367, 179062, 177663, 180312, 185910, 191895, 5000, 3000, 7100, 8700, 9300, 9500, 1)
PaymentData(1520, 420000, 1, 2, 1, 39, 0, 0, 0, 0, 0, 0, 171141, 118103, 119543, 122851, 126007, 129144, 5700, 4600, 5000, 5000, 5000, 4700, 0)
PaymentData(1521, 340000, 2, 2, 2, 36, 2, 0, 0, 0, 0, 0, 337981, 344920, 18921, 21205, 19810, 13586, 17181, 2000, 10000, 5000, 3000, 1000, 0)
PaymentData(1523, 90000, 2, 1, 2, 27, 0, 0, 0, 0, 0, 0, 81111, 83081, 60210, 61221, 62636, 54261, 3500, 3000, 2600, 2600, 3000, 1500, 0)
PaymentData(1527, 90000, 2, 2, 1, 25, 0, 0, 0, 0, 0, 0, 87525, 89052, 85807, 68186, 69011, 70341, 4200, 3000, 3000, 3000, 2600, 3000, 1)
PaymentData(1528, 120000, 1, 1, 2, 27, 0, 0, 0, 0, 0, 0, 20874, 21930, 22165, 20502, 19030, 15119, 1700, 1500, 700, 1000, 1000, 1000, 0)
PaymentData(1532, 320000, 2, 1, 1, 34, -2, -1, 0, -1, -1, -1, 65083, 23750, 22381, 14685, 7511, 6722, 23750, 10162, 14702, 7511, 6722, 10000, 0)
PaymentData(1534, 230000, 2, 1, 2, 29, 0, 0, 0, 0, 0, 0, 63184, 64667, 65888, 66645, 67865, 69231, 3100, 3000, 2300, 2300, 2500, 2300, 0)
PaymentData(1535, 50000, 1, 3, 1, 44, 0, 0, 0, 0, 0, 0, 15931, 17363, 18735, 19188, 17578, 16855, 2000, 2000, 1006, 1003, 1000, 1000, 0)
PaymentData(1536, 50000, 1, 3, 1, 48, -1, -1, 0, 0, 0, 0, 2722, 33868, 26646, 26832, 27395, 27940, 33895, 1439, 959, 994, 1000, 1013, 0)
PaymentData(1539, 130000, 2, 2, 2, 25, -1, -1, -1, -1, -1, -1, 1031, 1583, 776, 776, 776, 776, 1583, 1000, 776, 776, 776, 12184, 1)
PaymentData(1540, 110000, 2, 3, 2, 28, 0, 0, 2, 2, 0, 0, 85918, 87442, 82975, 80446, 80006, 80421, 4000, 6000, 12, 3100, 3200, 3000, 0)
PaymentData(1543, 120000, 2, 3, 1, 30, 0, 0, 0, 0, 0, 0, 115583, 114915, 117220, 119599, 120888, 117881, 4178, 4223, 4296, 4800, 4423, 4080, 0)
PaymentData(1546, 240000, 2, 2, 1, 44, -1, -1, -1, -1, -1, -1, 3313, 7458, 2329, 4267, 2404, 4243, 7458, 2335, 4267, 2404, 4243, 2952, 1)
PaymentData(1550, 110000, 2, 2, 1, 33, 0, 0, 0, 0, 0, 0, 115895, 115609, 113984, 112510, 112319, 110730, 6000, 5500, 4000, 4000, 4100, 4000, 0)
PaymentData(1552, 230000, 2, 2, 1, 29, 0, 0, 0, 0, 0, 0, 30818, 31209, 32211, 31647, 34304, 36849, 2000, 2000, 1113, 5000, 5000, 2000, 0)
PaymentData(1553, 20000, 2, 3, 3, 47, 0, 0, 0, 0, 0, 0, 9417, 10436, 11450, 12257, 12685, 13306, 1179, 1193, 1000, 625, 1000, 405, 0)
PaymentData(1556, 340000, 1, 1, 1, 52, -2, -2, -2, -2, -2, -2, 30832, 33652, 35192, 30000, 10766, 33887, 33670, 35212, 30000, 10766, 33905, 30200, 1)
PaymentData(1557, 50000, 1, 1, 2, 37, 0, 0, 0, 0, 0, 0, 37774, 38492, 36453, 29700, 30167, 29613, 1976, 1564, 1170, 1055, 1052, 1022, 0)
PaymentData(1558, 310000, 1, 1, 1, 50, -1, -1, -1, -1, -1, -1, 316, 316, 10131, 2456, 316, 316, 316, 10131, 2456, 316, 316, 316, 0)
PaymentData(1561, 50000, 2, 2, 1, 48, 0, 0, 0, 0, 0, 0, 10929, 13262, 14273, 14555, 14860, 15155, 2526, 1237, 519, 538, 541, 560, 0)
PaymentData(1563, 140000, 1, 2, 2, 44, 0, 0, 0, 0, 0, 0, 108033, 105021, 107659, 109104, 109352, 101534, 4000, 4537, 3800, 3823, 3806, 3511, 0)
PaymentData(1565, 300000, 2, 1, 1, 30, 0, 0, 0, 0, 0, 0, 93738, 84636, 88446, 76244, 67747, 70389, 3000, 5000, 2500, 2500, 3500, 87000, 1)
PaymentData(1566, 50000, 1, 1, 2, 29, 0, 0, 0, 0, 0, 0, 2087, 2632, 3355, 3253, 3640, 3512, 1000, 1186, 500, 1000, 500, 1000, 0)
PaymentData(1567, 280000, 2, 2, 1, 37, 0, 0, 0, 0, 0, 0, 29078, 30144, 32629, 35126, 35759, 42317, 1515, 3000, 3000, 1292, 7147, 1415, 0)
PaymentData(1568, 120000, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 118063, 120851, 120013, 77539, 77333, 79113, 4700, 3538, 3000, 3000, 3000, 5000, 0)
PaymentData(1571, 180000, 1, 3, 1, 45, 1, 2, 0, 0, 0, 0, 24400, 24508, 22627, 23306, 22780, 20890, 1500, 1500, 1000, 1000, 1000, 1000, 0)
PaymentData(1574, 50000, 1, 1, 2, 24, 0, 0, 0, 0, 0, 0, 50716, 50606, 33265, 29300, 20703, 30101, 3029, 2000, 1021, 1004, 10000, 2500, 1)
PaymentData(1576, 230000, 2, 2, 2, 25, 0, 0, 0, 0, 0, 2, 95311, 94489, 93143, 87654, 90172, 86850, 4500, 4114, 3500, 4000, 3000, 3000, 0)
PaymentData(1578, 50000, 1, 3, 2, 36, 0, 0, 0, 0, 0, 0, 52855, 49123, 49522, 19843, 18440, 18272, 2206, 1605, 397, 369, 365, 1088, 0)
PaymentData(1580, 120000, 2, 2, 1, 38, -1, -1, -1, -1, -1, -1, 4100, 7270, 820, 820, 2870, 970, 7270, 820, 820, 2870, 970, 820, 0)
PaymentData(1581, 240000, 2, 2, 1, 42, 0, 0, 0, 2, 0, 0, 21943, 36519, 55515, 49049, 57178, 42009, 15000, 20000, 3330, 30000, 10000, 10000, 0)
PaymentData(1583, 50000, 2, 3, 2, 40, 0, 0, 0, 0, 0, 0, 5538, 6563, 7422, 8292, 8465, 8650, 1271, 1130, 1000, 307, 325, 436, 0)
PaymentData(1588, 550000, 1, 1, 2, 31, 0, 0, 0, 0, 0, 0, 43769, 38907, 36111, 32723, 26946, 26439, 2018, 1520, 1131, 1005, 1107, 1019, 0)
PaymentData(1589, 450000, 2, 2, 2, 36, -1, -1, -1, -1, -1, -1, 13500, 6350, 11670, 1530, 1232, 201, 6364, 11728, 1532, 1234, 201, 3, 0)
PaymentData(1590, 80000, 2, 2, 1, 50, -1, -1, -1, 0, 0, 0, 2587, 2587, 50097, 48753, 50000, 49209, 2587, 50097, 2000, 2000, 1933, 1700, 0)
PaymentData(1591, 50000, 2, 3, 1, 48, 0, 0, 0, 0, 0, 0, 4064, 5987, 7719, 8588, 9291, 11127, 2000, 2000, 1000, 1000, 2000, 2000, 0)
PaymentData(1593, 180000, 1, 2, 1, 44, 0, 0, 0, 0, 0, 0, 70721, 69994, 70204, 70238, 73296, 73369, 8000, 3000, 3000, 5000, 2595, 3000, 0)
PaymentData(1598, 110000, 2, 1, 2, 29, 0, 0, 2, 0, 0, 0, 107195, 109443, 106637, 106665, 92417, 90730, 7845, 4000, 4000, 3500, 9500, 9600, 0)
PaymentData(1599, 240000, 1, 1, 2, 30, -1, -1, -1, 0, 0, 0, 7744, 7284, 11234, 15214, 9107, 5621, 7305, 11263, 10018, 21, 3637, 7008, 0)
PaymentData(1600, 50000, 1, 1, 2, 33, 0, 0, 0, 0, 0, 0, 47853, 49474, 47822, 8585, 8797, 9001, 2412, 1500, 500, 500, 500, 490, 1)
PaymentData(1603, 100000, 2, 3, 2, 53, 0, 0, 0, 0, 0, 0, 101503, 29880, 31119, 58653, 59477, 60695, 1538, 1777, 29103, 2283, 2334, 2290, 0)
PaymentData(1605, 250000, 2, 2, 2, 26, -2, -2, -2, -2, -2, -2, 16884, 10397, 5291, 4671, 4400, 6011, 2000, 1000, 1010, 2000, 6011, 2325, 0)
PaymentData(1608, 270000, 2, 1, 1, 37, -1, -1, -1, -1, -1, -1, 264, 264, 1191, 3691, 3445, 56264, 264, 1191, 3691, 3445, 56264, 953, 1)
PaymentData(1609, 390000, 2, 2, 2, 42, -1, -1, 0, 0, 0, 0, 5895, 42006, 31192, 13859, 10078, 4635, 42016, 1397, 347, 250, 145, 94, 0)
PaymentData(1613, 190000, 2, 3, 1, 38, 0, 0, 0, 0, 0, 0, 89619, 103095, 110000, 115674, 121313, 15538, 15000, 10000, 5674, 11313, 5538, 18272, 0)
PaymentData(1616, 320000, 1, 1, 1, 35, 1, -2, -2, -2, -2, -2, 291, 2594, 2691, 291, 291, 291, 2594, 2691, 291, 291, 291, 3124, 1)
PaymentData(1619, 190000, 2, 2, 2, 25, 0, 0, 0, 0, -1, 0, 110031, 105500, 104430, 93, 158481, 161866, 8614, 5000, 93, 159212, 5800, 5500, 0)
PaymentData(1620, 90000, 2, 2, 2, 33, 0, 0, -1, -1, 0, 0, 63626, 1788, 1988, 55970, 59612, 40281, 1000, 2000, 61000, 5000, 1800, 1200, 1)
PaymentData(1622, 240000, 1, 1, 2, 29, 0, 0, 0, 0, 0, 0, 240248, 221277, 201606, 183454, 180255, 184230, 11000, 9100, 8000, 8000, 7000, 8000, 0)
PaymentData(1623, 40000, 2, 1, 2, 26, 0, 0, 0, 0, 0, 0, 12308, 13604, 14873, 15624, 15972, 16308, 1500, 1500, 1000, 600, 600, 1700, 0)
PaymentData(1624, 170000, 1, 2, 2, 36, -1, -1, -1, -1, -1, -1, 2104, 2074, 10719, 12654, 25784, 19950, 2081, 10725, 12654, 25784, 19950, 200, 0)
PaymentData(1625, 180000, 1, 1, 2, 37, 0, 0, 0, 0, 0, 0, 22121, 31681, 32552, 34004, 35792, 36645, 10000, 1700, 2000, 2500, 1600, 2000, 0)
PaymentData(1628, 50000, 2, 2, 1, 47, 0, 0, 0, 0, 0, 0, 44624, 45128, 3837, 3913, 4146, 4225, 2355, 1064, 140, 296, 296, 301, 1)
PaymentData(1631, 200000, 1, 1, 2, 34, 0, 0, 0, 0, 0, 0, 67002, 76429, 94564, 95859, 99593, 101834, 10000, 18900, 3000, 4524, 3084, 3242, 0)
PaymentData(1632, 100000, 2, 1, 1, 43, -1, -1, -1, -1, -1, -1, 9122, 22971, 15537, 27075, 8423, 37259, 22982, 15561, 27091, 8423, 37259, 16751, 0)
PaymentData(1633, 250000, 2, 1, 2, 32, 0, 0, 0, 0, -1, -1, 33323, 30090, 21218, 10875, 3328, 1460, 2038, 2065, 52, 3336, 1460, 1000, 0)
PaymentData(1634, 80000, 2, 1, 2, 38, -2, -2, -2, -2, -2, -2, 1927, 446, 909, 1740, 2190, 518, 446, 909, 1740, 2190, 518, 5062, 0)
PaymentData(1635, 170000, 2, 2, 1, 50, 0, 0, 0, 0, 0, 0, 177956, 176155, 171665, 65479, 61234, 42484, 7262, 5586, 2272, 2998, 39321, 1390, 0)
PaymentData(1636, 80000, 1, 3, 2, 29, 0, 0, 0, 0, 0, 0, 46638, 47680, 48395, 49356, 50560, 51431, 2091, 1806, 1767, 2000, 1767, 1740, 0)
PaymentData(1637, 50000, 1, 2, 1, 49, 0, 0, 0, 0, 0, 0, 49816, 49749, 48589, 59469, 20239, 20059, 3000, 2000, 1900, 1004, 1600, 700, 0)
PaymentData(1641, 200000, 1, 1, 1, 34, -1, -1, -1, -1, -1, -1, 5023, 618, 605, 3098, 805, 2154, 621, 608, 3114, 1003, 2164, 1210, 0)
PaymentData(1646, 50000, 1, 2, 1, 48, 0, 0, 0, 0, 0, 0, 40931, 40892, 41612, 18825, 18019, 18124, 1880, 1650, 10000, 1000, 700, 600, 1)
PaymentData(1648, 220000, 1, 2, 1, 44, 0, 0, 0, 0, 0, 0, 217743, 180357, 183453, 176900, 118965, 172907, 7000, 8000, 8000, 6000, 60000, 7000, 0)
PaymentData(1650, 50000, 1, 1, 1, 40, 0, 0, 0, 0, 0, 0, 42549, 36110, 9715, 8965, 6652, 7385, 2200, 2000, 1000, 500, 1000, 400, 0)
PaymentData(1652, 170000, 1, 1, 2, 26, -1, -1, -1, -1, -1, -1, 23594, 1512, 1362, 1591, 3524, 8545, 1512, 1362, 1591, 3524, 8545, 1485, 0)
PaymentData(1655, 50000, 1, 2, 2, 30, 0, 0, 0, 0, 0, 0, 50507, 48751, 44688, 19823, 13645, 10876, 4000, 2220, 1000, 1500, 1000, 1500, 0)
PaymentData(1658, 50000, 1, 1, 2, 28, 0, 0, 0, 0, 0, 0, 46176, 40870, 41590, 42419, 43307, 44167, 2000, 1700, 1519, 1572, 1580, 1637, 0)
PaymentData(1662, 30000, 2, 2, 1, 39, -1, -1, -1, -1, -1, -1, 223, 223, 223, 223, 223, 675, 223, 223, 223, 223, 675, 10473, 1)
PaymentData(1665, 280000, 1, 1, 1, 40, -1, -1, -1, -1, -1, -1, 5310, 2196, 2928, 9564, 22017, 5220, 2196, 2928, 9564, 22017, 5220, 1964, 0)
PaymentData(1667, 90000, 2, 2, 1, 36, 2, 2, 2, 2, 2, 2, 49295, 50206, 50781, 51840, 52607, 53784, 2000, 1700, 2200, 1750, 2200, 2000, 0)
PaymentData(1671, 50000, 1, 2, 1, 51, 0, 0, 0, 0, 0, 0, 49613, 49326, 47010, 20661, 14528, 15544, 3036, 6000, 1000, 2000, 2500, 3000, 0)
PaymentData(1675, 440000, 1, 1, 1, 37, -1, -1, -1, -1, -1, -1, 4330, 8369, 16786, 396, 600, 3596, 8369, 16786, 396, 600, 3596, 4095, 0)
PaymentData(1676, 50000, 1, 2, 2, 49, 0, 0, 0, 0, 0, 0, 90231, 90647, 92309, 93880, 99418, 101392, 2852, 2784, 2603, 10000, 3164, 2868, 1)
PaymentData(1677, 300000, 1, 1, 2, 31, -1, -1, -1, -1, -1, -1, 40779, 5401, 2444, 578, 390, 1424, 5401, 2444, 578, 390, 1424, 390, 0)
PaymentData(1678, 290000, 2, 1, 1, 50, 0, 0, 0, 0, 0, 0, 165563, 128747, 120469, 78892, 81561, 83687, 7000, 10009, 5000, 5000, 5000, 10000, 0)
PaymentData(1679, 390000, 1, 2, 1, 40, 1, 2, 0, 0, 0, 0, 424244, 395060, 258372, 261498, 213003, 102423, 587, 9500, 30140, 4235, 1998, 25226, 0)
PaymentData(1680, 50000, 2, 2, 2, 24, 0, 0, 0, 0, 0, 0, 29186, 29792, 26660, 27416, 27836, 28473, 1500, 1500, 1200, 1010, 1100, 980, 0)
PaymentData(1683, 50000, 1, 1, 2, 24, 0, 0, 0, 0, 0, 0, 50963, 49720, 50839, 93436, 46733, 50925, 1844, 1963, 2635, 1750, 5000, 2160, 0)
PaymentData(1685, 120000, 2, 2, 2, 30, 0, 0, 0, 0, 0, 0, 16812, 17571, 18013, 18197, 9032, 11951, 1358, 1126, 636, 650, 4000, 1800, 0)
PaymentData(1686, 230000, 2, 1, 1, 61, -2, -2, -2, -2, -2, -2, 1443, 1443, 1443, 1443, 1443, 1443, 1443, 1443, 1443, 1443, 1443, 1443, 0)
PaymentData(1687, 180000, 2, 2, 1, 28, 0, 0, 0, 0, 0, 0, 133868, 125613, 86893, 89014, 91946, 93237, 5300, 4000, 4000, 10000, 3200, 3100, 0)
PaymentData(1689, 20000, 1, 2, 2, 23, 0, 0, 2, 0, 0, 0, 18804, 17855, 17199, 17548, 17992, 31150, 2150, 1000, 504, 600, 4000, 4000, 0)
PaymentData(1691, 290000, 2, 1, 2, 24, -2, -2, -1, -1, -1, 0, 14931, 15090, 19239, 4940, 93332, 96112, 15090, 19239, 4975, 96151, 5500, 4000, 0)
PaymentData(1694, 190000, 2, 2, 2, 53, 0, 0, 0, 0, 0, 0, 173058, 133198, 131891, 133516, 135008, 136486, 6300, 5000, 5000, 5000, 5100, 5000, 0)
PaymentData(1695, 80000, 2, 2, 2, 25, 0, 0, 0, 0, 0, 0, 81003, 85894, 87061, 89008, 93523, 80288, 8213, 3491, 3508, 19523, 3288, 1570, 1)
PaymentData(1697, 20000, 1, 2, 1, 35, 1, 2, 2, 0, 0, 0, 19755, 19661, 20018, 20427, 19377, 19386, 1000, 1000, 1000, 1500, 900, 1000, 1)
PaymentData(1698, 180000, 2, 3, 1, 45, -1, -1, -1, -1, -1, -1, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 0)
PaymentData(1700, 300000, 1, 1, 2, 31, -1, -1, -1, -1, 0, -1, 2166, 2894, 8903, 12445, 24650, 8339, 2918, 8974, 12457, 15113, 8369, 3832, 0)
PaymentData(1702, 70000, 2, 1, 1, 40, 0, 0, 0, 0, 0, 0, 51959, 40519, 31310, 28929, 29535, 28160, 1597, 1407, 972, 1007, 1028, 913, 0)
PaymentData(1705, 60000, 2, 1, 2, 24, 0, 0, 0, 0, 0, 0, 60381, 39798, 38344, 37311, 37428, 38187, 1639, 1590, 1500, 1354, 1377, 1514, 0)
PaymentData(1708, 310000, 2, 2, 1, 29, 0, 0, 0, -1, 0, 0, 74955, 77730, 78497, 72529, 76345, 79072, 4000, 5000, 72529, 5000, 4000, 4000, 0)
PaymentData(1710, 200000, 2, 1, 1, 40, -2, -2, -2, -2, -2, -2, 2552, 8064, 32082, 6914, 1905, 3244, 8084, 32105, 7186, 1905, 3244, 9768, 0)
PaymentData(1714, 390000, 2, 1, 1, 38, 0, 0, 0, 0, 0, 0, 164418, 167501, 134282, 128701, 131529, 135242, 9000, 7027, 5000, 5000, 6000, 5000, 0)
PaymentData(1716, 50000, 2, 2, 1, 26, 0, 0, 0, 0, 0, 0, 45663, 43522, 43193, 18768, 19182, 19447, 2300, 2349, 800, 835, 726, 361, 0)
PaymentData(1717, 140000, 1, 1, 2, 29, 0, 0, 0, 0, 0, 0, 142087, 255846, 140057, 100177, 100873, 98363, 5528, 4500, 3500, 4000, 4000, 4000, 0)
PaymentData(1718, 170000, 1, 1, 2, 37, -1, -1, -1, -1, -1, -1, 4334, 1343, 1078, 1392, 1606, 9955, 1343, 1078, 1392, 1606, 9955, 4382, 1)
PaymentData(1721, 250000, 2, 1, 2, 36, 0, 0, 0, 0, 0, 0, 130360, 133799, 137119, 141367, 133174, 136481, 5000, 5000, 5847, 5000, 5000, 5018, 0)
PaymentData(1722, 90000, 1, 1, 2, 27, 0, 0, 0, 2, 2, 2, 56608, 57897, 63686, 65233, 66637, 67882, 2800, 7400, 3200, 2600, 2500, 2500, 0)
PaymentData(1723, 90000, 1, 2, 1, 44, 2, 0, 0, 0, 0, 0, 89875, 92338, 87511, 47796, 48306, 49054, 4000, 4200, 1700, 1800, 2083, 1827, 1)
PaymentData(1725, 360000, 1, 2, 2, 29, 0, 0, 0, 0, 0, 0, 114527, 119487, 113438, 112940, 122122, 121547, 20046, 5046, 10000, 10048, 10043, 5014, 0)
PaymentData(1726, 330000, 2, 1, 2, 26, 0, 0, 0, 0, 0, 0, 58667, 38323, 32726, 43579, 28908, 20777, 2213, 5000, 20000, 1000, 672, 1200, 0)
PaymentData(1733, 130000, 2, 3, 1, 33, 0, 0, 0, 0, 0, 0, 122199, 125283, 120957, 41771, 42648, 43495, 5100, 3085, 1493, 1548, 1556, 1700, 0)
PaymentData(1734, 130000, 1, 1, 2, 27, 0, 0, 0, 0, 0, 0, 84664, 72079, 24934, 17810, 11705, 10007, 2039, 2007, 1000, 1000, 600, 2000, 0)
PaymentData(1737, 80000, 2, 2, 2, 29, 2, 0, 0, 0, 0, 0, 77416, 75500, 69313, 67972, 66800, 68693, 2661, 2509, 2500, 3000, 3000, 3000, 1)
PaymentData(1741, 140000, 1, 1, 1, 54, 0, 0, 0, 0, 0, 0, 139406, 140295, 134000, 74388, 92555, 86993, 5545, 4200, 3105, 86417, 3936, 48390, 1)
PaymentData(1745, 160000, 1, 2, 2, 29, -1, -1, -1, -1, -1, -1, 7002, 6696, 6062, 4203, 5780, 12575, 7229, 6085, 4230, 5797, 12589, 6233, 0)
PaymentData(1746, 50000, 2, 1, 2, 22, 0, 0, 0, 0, 0, 0, 49459, 49281, 50071, 10104, 9208, 10075, 2300, 2000, 1000, 500, 1000, 500, 0)
PaymentData(1748, 250000, 2, 2, 1, 31, 0, 0, 0, 0, 0, 0, 42441, 43061, 29385, 27677, 86250, 65710, 4000, 3000, 901, 63000, 2700, 2000, 0)
PaymentData(1750, 120000, 2, 1, 2, 27, 0, 0, 0, 0, 0, 0, 79072, 80795, 82451, 84177, 85945, 87813, 3000, 3000, 3100, 3122, 3300, 3060, 0)
PaymentData(1751, 260000, 2, 2, 1, 40, 0, 0, 0, 0, 0, 0, 243196, 258720, 178102, 77215, 79331, 81483, 20008, 7500, 3000, 3500, 3605, 3750, 0)
PaymentData(1754, 60000, 2, 2, 1, 29, 0, 0, 0, 0, 0, 0, 33147, 54511, 56167, 28609, 27660, 27059, 24511, 6000, 17000, 1984, 1100, 1600, 0)
PaymentData(1755, 50000, 1, 2, 2, 27, 0, 0, 0, 0, 0, 0, 17771, 18794, 19062, 19443, 19849, 20287, 1311, 1299, 680, 703, 750, 626, 0)
PaymentData(1766, 30000, 2, 1, 2, 27, 0, 0, 0, 0, 0, 0, 23447, 24563, 25650, 26222, 26800, 27554, 1500, 1500, 1000, 1000, 1200, 4271, 1)
PaymentData(1767, 20000, 2, 1, 2, 24, 2, 2, 2, 0, 0, 0, 7919, 8637, 9339, 10029, 10615, 11285, 1000, 1000, 1000, 900, 1000, 500, 1)
PaymentData(1768, 70000, 2, 2, 2, 26, 0, 0, 0, 0, 0, 0, 30139, 8241, 8398, 8864, 9301, 10702, 2000, 2000, 2000, 2000, 3000, 1500, 0)
PaymentData(1769, 200000, 1, 1, 2, 27, -1, -1, -1, -1, -1, -1, 4890, 3630, 4882, 10955, 10435, 1665, 3630, 4882, 11034, 10435, 1665, 3765, 0)
PaymentData(1771, 360000, 1, 2, 1, 56, -1, -1, -1, -1, -1, -1, 750, 1224, 3206, 291, 951, 2941, 1236, 3537, 291, 951, 2941, 291, 0)
PaymentData(1772, 50000, 2, 3, 1, 56, 0, 0, 0, 0, 0, 0, 33197, 34961, 28913, 29093, 29306, 29506, 2407, 2960, 1029, 1059, 1073, 1200, 0)
