PaymentData(id=1, limitBalance=20000, sex=2, education=2, marriage=1, age=24, pay0=2, pay2=2, pay3=-1, pay4=-1, pay5=-2, pay6=-2, bill1=3913, bill2=3102, bill3=689, bill4=0, bill5=0, bill6=0, payv1=0, payv2=689, payv3=0, payv4=0, payv5=0, payv6=0, defaultPaymentNextMonth=1)PaymentData(id=2, limitBalance=120000, sex=2, education=2, marriage=2, age=26, pay0=-1, pay2=2, pay3=0, pay4=0, pay5=0, pay6=2, bill1=2682, bill2=1725, bill3=2682, bill4=3272, bill5=3455, bill6=3261, payv1=0, payv2=1000, payv3=1000, payv4=1000, payv5=0, payv6=2000, defaultPaymentNextMonth=1)
PaymentData(id=8, limitBalance=100000, sex=2, education=2, marriage=2, age=23, pay0=0, pay2=-1, pay3=-1, pay4=0, pay5=0, pay6=-1, bill1=11876, bill2=380, bill3=601, bill4=221, bill5=-159, bill6=567, payv1=380, payv2=601, payv3=0, payv4=581, payv5=1687, payv6=1542, defaultPaymentNextMonth=0)
PaymentData(1397, 180000, 2, 2, 2, 24, 1, 2, 2, 2, 2, 2, 108580, 105403, 112073, 111345, 98404, 102460, 0, 8564, 4000, 0, 7414, 0, 1)
PaymentData(1398, 360000, 2, 2, 1, 35, 0, 0, 0, -1, -1, 0, 5157, 2461, 0, 277, 2599, 3941, 1012, 0, 277, 2602, 2019, 1123, 0)
PaymentData(1400, 50000, 2, 1, 2, 23, 0, 0, 0, 0, 0, 2, 34422, 32703, 22851, 6699, 10060, 7737, 1544, 1000, 0, 3361, 0, 100, 0)
PaymentData(1402, 30000, 1, 2, 1, 36, 2, 2, 0, 0, 0, 0, 30573, 28473, 29083, 28313, 28932, 29565, 0, 2000, 940, 1000, 1106, 0, 0)
PaymentData(1404, 470000, 1, 1, 2, 33, -1, -1, -1, 0, 0, -1, 5613, 11576, 7017, 1185, 0, 542, 11606, 7017, 24, 0, 542, 208896, 0)
PaymentData(1405, 300000, 2, 1, 1, 36, -1, -1, -2, -2, -2, -2, 8385, -27, -27, -27, -27, -27, 27, 0, 0, 0, 0, 0, 0)
PaymentData(1406, 300000, 2, 1, 1, 45, -1, -1, -1, 0, 0, -1, 6608, 10009, 22456, 22056, 14020, 1230, 10017, 22456, 0, 0, 1230, 0, 1)
PaymentData(1407, 200000, 2, 1, 2, 26, -2, -2, -2, -2, -2, -2, 2179, 6440, 3908, -5, 1060, 2996, 6440, 3908, 5, 1065, 3000, 1108, 0)
PaymentData(1413, 30000, 1, 2, 1, 38, -1, -1, -1, -1, -1, -1, 184, 1522, 0, 5480, 175, -2000, 1522, 0, 5480, 175, 0, 2000, 0)
PaymentData(1417, 30000, 2, 3, 2, 24, -1, -1, -1, -1, -1, -1, 4882, 14630, 6323, 2870, 1485, 3926, 14630, 6485, 2870, 1485, 3926, 0, 0)
PaymentData(1418, 80000, 2, 1, 2, 29, -2, -2, -1, 2, 2, 3, 2673, 0, 317, 317, 1521, 1204, 0, 317, 0, 1204, 0, 0, 0)
PaymentData(1424, 200000, 2, 3, 2, 27, 1, -2, -2, -2, -2, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
PaymentData(1428, 20000, 2, 2, 2, 32, 2, 3, 2, 2, 2, 0, 17757, 17193, 16602, 19521, 18925, 18806, 0, 0, 3200, 0, 900, 633, 0)
PaymentData(1433, 230000, 1, 2, 2, 32, 2, 2, 2, 2, 2, 2, 189567, 189023, 187521, 182671, 174794, 182160, 9000, 6300, 6200, 500, 12500, 0, 1)
PaymentData(1434, 20000, 1, 2, 2, 52, 0, 0, 0, 0, 0, 0, 17420, 19130, 20340, 19940, 19940, 0, 2000, 2000, 0, 0, 0, 0, 0)
PaymentData(1435, 30000, 1, 2, 2, 44, -1, 0, -1, 0, -1, -1, 21043, 21183, 1754, 666, 1339, 1748, 1196, 1757, 2, 1443, 1949, 0, 0)
PaymentData(1436, 100000, 1, 1, 2, 31, 2, 2, 2, 2, 2, 2, 33752, 32928, 35572, 34700, 36942, 36196, 0, 3200, 0, 2800, 0, 1511, 1)
PaymentData(1437, 80000, 2, 1, 2, 29, 0, 0, 0, 2, 0, 0, 81337, 80290, 82215, 80422, 78284, 77270, 2842, 20412, 0, 3000, 3000, 3000, 1)
PaymentData(1439, 50000, 1, 2, 2, 54, 1, 2, 0, 0, 0, 0, 48153, 46885, 27168, 27585, 27910, 27380, 0, 1400, 1200, 1500, 1000, 1500, 0)
PaymentData(1441, 70000, 2, 1, 2, 24, 0, 0, 2, 2, 2, 2, 48432, 52650, 53099, 51648, 55409, 54366, 5000, 1900, 0, 4600, 0, 2300, 0)
PaymentData(1443, 100000, 1, 3, 1, 44, -1, -1, -1, -1, -1, -1, 780, 0, 390, 390, 390, 390, 0, 390, 390, 390, 390, 390, 1)
PaymentData(1444, 200000, 1, 3, 0, 51, -1, -1, -1, -1, 0, -1, 3556, 4993, 9212, 2529, 1036, 4430, 5020, 9236, 2529, 0, 4430, 6398, 0)
PaymentData(1445, 40000, 1, 1, 2, 24, 1, 2, 0, 0, 0, 3, 28926, 28182, 28912, 29495, 33011, 32194, 0, 1500, 1064, 4000, 0, 0, 1)
PaymentData(1446, 80000, 2, 2, 2, 25, 2, 3, 2, 2, 2, 2, 69602, 67930, 72205, 73116, 74801, 73444, 0, 6000, 2700, 3000, 0, 5300, 0)
PaymentData(1447, 210000, 2, 1, 1, 37, 1, -1, -1, -1, -1, -1, 0, 732, 873, 148, 129, 292, 732, 873, 148, 129, 292, 0, 1)
PaymentData(1448, 20000, 2, 2, 2, 23, -1, -1, -1, 2, -1, -1, 7186, 3478, 137, 1714, 17694, 12237, 8060, 137, 5199, 17694, 575, 0, 0)
PaymentData(1452, 290000, 2, 1, 2, 33, -1, -1, -1, -1, -1, -1, 413, 486, 820, 60, 1773, 3904, 486, 820, 60, 1773, 3904, 0, 1)
PaymentData(1453, 50000, 1, 2, 1, 54, -2, -2, -2, -2, -2, -2, 1583, 2134, 0, 2025, 0, 1924, 2134, 0, 2025, 0, 1924, 0, 0)
PaymentData(1454, 20000, 1, 2, 2, 25, 0, 0, 0, 0, 2, 2, 17384, 13648, 13924, 15685, 15292, 17524, 1500, 1400, 2000, 0, 2500, 0, 0)
PaymentData(1456, 20000, 1, 2, 1, 32, 0, 0, 0, 0, 0, 2, 17104, 18134, 19123, 19351, 20411, 19947, 1613, 1602, 830, 1512, 0, 545, 0)
PaymentData(1458, 500000, 1, 2, 1, 42, 1, -1, 2, 2, 0, 0, -984, 3516, 1924, 1924, 8924, 6729, 4500, 0, 0, 7000, 36, 532, 1)
PaymentData(1459, 90000, 2, 3, 2, 24, -1, -1, -1, -1, -1, -2, 595, 207, 18189, 557, 0, 0, 207, 18281, 557, 0, 0, 0, 1)
PaymentData(1461, 50000, 2, 2, 1, 37, 2, 2, 3, 3, 3, 3, 1050, 1050, 1050, 1050, 1050, 1050, 0, 0, 0, 0, 0, 0, 1)
PaymentData(1462, 120000, 1, 1, 2, 36, 0, 0, 2, 0, 0, 2, 24466, 28255, 27507, 27952, 31136, 30486, 4500, 0, 1200, 3800, 0, 1500, 0)
PaymentData(1467, 140000, 2, 1, 2, 23, 1, -2, -2, -2, -2, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1)
PaymentData(1468, 180000, 2, 2, 1, 39, -1, -1, -1, -1, 0, -1, 1081, 148, 148, 296, 148, 148, 148, 148, 296, 0, 148, 1495, 0)
PaymentData(1469, 360000, 1, 1, 1, 39, -1, -1, -1, -2, -2, -2, 1761, 2560, 0, 0, 0, 0, 2816, 0, 0, 0, 0, 2456, 0)
PaymentData(1470, 160000, 2, 3, 2, 29, 1, -2, -2, -2, -2, -2, 0, 0, 4150, 2065, 0, 500, 0, 4150, 2065, 0, 500, 0, 1)
PaymentData(1471, 100000, 1, 1, 1, 45, 0, 0, 0, 0, 0, 0, 10529, 12723, 15807, 18901, 21794, 25051, 2688, 3688, 3288, 3288, 3688, 0, 0)
PaymentData(1472, 20000, 1, 2, 2, 21, 0, 0, 2, 0, 0, -2, 19277, 20997, 20200, 20000, 0, 0, 5000, 0, 0, 0, 0, 0, 1)
PaymentData(1479, 210000, 2, 1, 2, 30, 1, -2, -2, -2, -1, -1, 0, 0, 0, 0, 49525, 0, 0, 0, 0, 49525, 0, 0, 1)
PaymentData(1480, 280000, 1, 1, 2, 31, 1, -2, -1, 0, -1, -1, -32, -32, 4887, 2067, 6624, 1489, 0, 4919, 10, 6657, 1496, 2244, 0)
PaymentData(1482, 30000, 2, 1, 2, 25, 0, 0, 0, 0, 0, -2, 3924, 4972, 5873, 5993, 0, 0, 1099, 1000, 120, 0, 0, 0, 0)
PaymentData(1486, 20000, 2, 2, 3, 44, 2, 2, 7, 7, 7, 6, 2400, 2400, 2400, 2400, 2400, 1800, 0, 0, 0, 0, 0, 0, 1)
PaymentData(1489, 50000, 1, 1, 2, 28, 3, 2, 2, 0, 0, 0, 49828, 50467, 48964, 49447, 44067, 44760, 2121, 0, 2000, 2000, 2000, 2000, 1)
PaymentData(1490, 50000, 2, 1, 2, 29, 0, 0, 2, 2, 2, 2, 10532, 13145, 12637, 13922, 13556, 14528, 2800, 0, 1500, 0, 1200, 0, 1)
PaymentData(1494, 160000, 1, 2, 2, 43, -1, -1, 0, 0, 0, -1, 12458, 7146, 11529, 20860, 0, 780, 7545, 5000, 10000, 0, 780, 0, 0)
PaymentData(1496, 170000, 1, 2, 1, 36, 2, 2, 2, 0, 0, 0, 75960, 64683, 51184, 37938, 25292, 12646, 2000, 0, 0, 0, 0, 173869, 0)
PaymentData(1498, 130000, 2, 2, 1, 34, 0, 0, 0, 2, 0, 0, 59955, 61252, 65399, 63800, 65312, 37838, 2260, 5203, 0, 2670, 1342, 1815, 0)
PaymentData(1500, 20000, 1, 1, 2, 27, 1, 2, -1, -1, 0, 0, 6274, 5971, 3980, 9040, 9040, 0, 0, 4000, 9040, 0, 0, 17291, 0)
PaymentData(1502, 220000, 2, 2, 1, 30, 1, -2, -2, -2, -2, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
PaymentData(1503, 240000, 1, 2, 1, 43, -2, -2, -2, -2, -2, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
PaymentData(1508, 200000, 2, 2, 1, 30, 1, -2, -1, 0, 0, 0, 26223, -137, 73284, 65428, 65820, 2859, 0, 73421, 1309, 392, 2859, 1250, 0)
PaymentData(1510, 180000, 2, 1, 1, 27, 2, 2, 2, 2, 2, 0, 81044, 78403, 58083, 58244, 56041, 50816, 2600, 0, 4700, 0, 2500, 1092, 1)
PaymentData(1514, 210000, 2, 3, 2, 33, 1, -2, -1, -1, -1, -1, 0, 0, 3104, 4056, 565, 960, 0, 3104, 4056, 565, 960, 1958, 1)
PaymentData(1516, 150000, 2, 2, 1, 31, 1, -2, -1, -1, -1, -2, 6526, 779, 8927, 8660, 692, 0, 783, 9098, 8660, 698, 0, 0, 0)
PaymentData(1517, 50000, 2, 2, 2, 25, 0, 0, 0, -1, -1, 2, 46528, 47456, 36251, 438, 43367, 44305, 1794, 1021, 438, 43367, 1800, 0, 0)
PaymentData(1519, 290000, 2, 1, 2, 27, 2, 0, 0, 0, 2, 2, 232523, 243753, 253145, 267412, 273095, 278260, 16500, 15000, 20000, 10000, 9701, 0, 0)
PaymentData(1522, 60000, 1, 2, 2, 40, 3, 3, 5, 4, 3, 2, 9744, 10940, 10630, 10320, 9865, 10055, 1500, 0, 0, 0, 500, 0, 0)
PaymentData(1524, 30000, 2, 1, 2, 27, 2, 2, 2, 2, 2, 2, 28207, 29261, 28497, 29862, 43148, 30603, 1800, 0, 2150, 900, 3776, 0, 1)
PaymentData(1525, 160000, 2, 2, 1, 37, -1, -1, -2, -1, -1, -2, 1988, 0, 0, 1188, 0, 0, 0, 0, 1188, 0, 0, 1935, 0)
PaymentData(1526, 20000, 1, 2, 2, 35, -1, 2, 2, 2, 2, 2, 11916, 11434, 13433, 13398, 13040, 14518, 0, 2200, 480, 0, 1702, 200, 0)
PaymentData(1529, 120000, 1, 1, 2, 38, 1, -2, -2, -2, -2, -2, -284, -610, -936, -1262, -1588, -1914, 0, 0, 0, 0, 0, 0, 0)
PaymentData(1530, 360000, 2, 2, 1, 50, -1, -1, -1, -1, -1, -1, 147, 686, 6037, 1560, 0, 275, 686, 6041, 1560, 0, 275, 0, 0)
PaymentData(1531, 160000, 2, 1, 2, 32, -2, -2, -2, -2, -2, -2, 16922, 2552, 0, 0, 0, 0, 2555, 0, 0, 0, 0, 0, 0)
PaymentData(1533, 20000, 1, 2, 2, 25, 0, 0, 2, 2, 4, 3, 16508, 19638, 19030, 22033, 21109, 20474, 3400, 0, 3633, 0, 0, 0, 0)
PaymentData(1537, 40000, 2, 3, 2, 24, -1, 2, -1, -1, 0, 0, 5496, 698, 400, 25289, 24435, 2201, 0, 400, 25289, 0, 0, 1329, 0)
PaymentData(1538, 120000, 2, 3, 1, 27, 2, -1, -1, -1, 2, -1, 390, 390, 390, 780, 240, 630, 390, 390, 780, 0, 930, 300, 0)
PaymentData(1541, 20000, 1, 2, 2, 22, 1, 2, 0, 0, 0, 0, 8222, 7948, 8958, 9456, 10150, 10727, 0, 1300, 800, 1000, 900, 2130, 1)
PaymentData(1542, 50000, 1, 3, 2, 22, 1, -2, -2, -2, -2, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
PaymentData(1544, 50000, 1, 3, 2, 34, 0, 0, 0, -2, -2, -2, 50375, 51400, 0, 0, 0, 0, 2400, 0, 0, 0, 0, 0, 0)
PaymentData(1545, 360000, 2, 2, 2, 34, 1, -2, -2, -1, -1, -2, 0, 0, 0, 700, 0, 0, 0, 0, 700, 0, 0, 0, 1)
PaymentData(1547, 150000, 1, 1, 2, 32, 0, -1, -1, -1, -1, -2, 46272, 1079, 0, 41147, -3, -3, 1082, 0, 41147, 0, 0, 0, 0)
PaymentData(1548, 50000, 2, 2, 2, 23, 0, 0, 0, 0, 2, 0, 30501, 33113, 33967, 28115, 27529, 29896, 3113, 1421, 4295, 0, 3000, 896, 0)
PaymentData(1549, 500000, 2, 1, 2, 42, -1, -1, -1, 2, -1, -1, 30439, 1844, 844, 614, 2887, 3850, 1844, 1000, 0, 3000, 4000, 6000, 1)
PaymentData(1551, 170000, 1, 2, 1, 48, 0, 0, 0, 0, 0, 0, 93420, 96284, 97322, 99419, 101590, 111679, 4371, 3533, 3716, 3934, 12030, 0, 1)
PaymentData(1554, 100000, 2, 1, 1, 41, 1, -2, -2, -2, -2, -1, 0, 0, 0, 0, 0, 18149, 0, 0, 0, 0, 18149, 0, 0)
PaymentData(1555, 110000, 1, 1, 2, 28, 1, 2, 0, 0, 0, 0, 44278, 41812, 43095, 46292, 44744, 36243, 0, 2000, 5000, 1514, 1197, 982, 0)
PaymentData(1559, 50000, 2, 3, 1, 31, 1, 2, 2, 2, 2, 2, 38102, 40025, 40071, 40906, 42100, 41269, 2830, 1000, 1800, 2000, 0, 1704, 1)
PaymentData(1560, 240000, 2, 3, 1, 38, 0, 0, 2, 0, 0, 0, 107148, 113396, 110084, 112272, 114779, 116920, 9500, 0, 4019, 4317, 4204, 4314, 1)
PaymentData(1562, 150000, 2, 1, 2, 34, -2, -1, 2, 0, 0, -2, 0, 13206, 10227, 398, 0, 0, 13206, 0, 0, 0, 0, 0, 0)
PaymentData(1564, 30000, 2, 3, 1, 56, 0, 0, 2, 2, 0, 0, 16088, 24800, 25098, 24396, 24907, 25555, 9000, 1000, 0, 903, 1061, 942, 0)
PaymentData(1569, 30000, 2, 1, 1, 27, 1, -1, -1, -1, 0, 0, 0, 306, 2017, 6316, 3107, 0, 306, 2017, 6316, 62, 0, 1002, 0)
PaymentData(1570, 30000, 2, 2, 2, 23, -1, 0, 0, 0, 0, -1, 3226, 5591, 6992, 20412, 14427, 5119, 3596, 2992, 16500, 0, 5119, 0, 1)
PaymentData(1572, 150000, 1, 2, 1, 33, 1, 2, 2, 0, 0, 2, 8967, 11510, 12022, 12524, 13868, 13502, 3001, 1000, 1000, 1700, 0, 1000, 0)
PaymentData(1573, 110000, 2, 2, 1, 40, 0, 0, 0, 2, 0, 0, 84589, 85418, 38333, 37419, 38199, 38957, 3700, 4890, 0, 1535, 1545, 1500, 0)
PaymentData(1575, 230000, 2, 3, 1, 43, 1, -1, 2, -1, 0, -1, 0, 3832, 1823, 3646, 1823, 1823, 5655, 0, 3646, 0, 1823, 1823, 0)
PaymentData(1577, 160000, 2, 1, 2, 46, -2, -2, -2, -2, -2, -2, 6241, 8788, 0, 0, 0, 0, 8805, 0, 0, 0, 0, 0, 0)
PaymentData(1579, 210000, 2, 1, 1, 36, 1, -1, -1, -1, -1, -1, 0, 1690, 0, 5619, 4090, 581, 1690, 0, 5619, 4090, 581, 0, 0)
PaymentData(1582, 20000, 1, 3, 3, 47, 0, 0, 0, 0, 0, 0, 18768, 18795, 19390, 19464, 18126, 18827, 1400, 1400, 1000, 700, 1600, 0, 0)
PaymentData(1584, 50000, 2, 1, 2, 70, 2, 2, 0, 0, 0, 0, 49546, 48480, 48621, 17793, 18224, 18612, 0, 2200, 700, 700, 674, 608, 0)
PaymentData(1585, 50000, 2, 2, 1, 32, 0, 0, 0, 0, 0, 0, 48508, 49213, 38280, 12305, 6436, 0, 3037, 1800, 1130, 2000, 0, 0, 0)
PaymentData(1586, 100000, 1, 3, 2, 52, 0, 0, 0, 0, 0, -1, 73904, 73249, 12327, 10793, 5309, 900, 2781, 2101, 216, 0, 900, 500, 0)
PaymentData(1587, 390000, 2, 1, 1, 49, -1, -1, -1, -2, -2, -1, 15026, 13357, 0, 0, 0, 100000, 13357, 0, 0, 0, 100000, 39268, 0)
PaymentData(1592, 50000, 2, 2, 2, 33, 1, 2, 2, 0, 0, 0, 49617, 50352, 49243, 49819, 19324, 20103, 1813, 0, 2169, 702, 1101, 529, 0)
PaymentData(1594, 240000, 1, 1, 2, 35, -2, -2, -2, -2, -1, -1, 15432, 10835, 22134, 32823, 1897, 5627, 10851, 22258, 20076, 2099, 5827, 0, 0)
PaymentData(1595, 320000, 2, 3, 2, 29, -1, -1, -1, -2, -2, -1, 500, 500, 0, 0, 0, 2900, 500, 0, 0, 0, 2900, 0, 0)
PaymentData(1596, 480000, 2, 2, 1, 35, -1, 2, -1, -1, 2, 0, 18214, 11031, 182123, 188956, 179179, 181746, 0, 182123, 12960, 0, 9000, 50000, 0)
PaymentData(1597, 150000, 2, 2, 1, 37, -1, 2, 2, -2, -1, -1, 1184, 794, 2756, 0, 2430, 4840, 0, 2772, 0, 2430, 4844, 0, 0)
PaymentData(1601, 120000, 1, 2, 2, 27, -1, -1, -1, -1, -1, -1, 2474, 2469, 2439, 2439, 2439, 2116, 2469, 2439, 2439, 2439, 2116, 0, 0)
PaymentData(1602, 150000, 2, 1, 1, 31, 1, -2, -2, -2, -2, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
PaymentData(1604, 260000, 2, 2, 2, 38, -2, -2, -2, -2, -2, -2, -2, -2, 725, 2074, 0, 585, 0, 727, 2074, 0, 585, 0, 0)
PaymentData(1606, 100000, 2, 2, 2, 26, 0, 0, -2, -2, -2, -1, 9614, 0, 0, 0, 0, 16708, 0, 0, 0, 0, 16708, 2000, 0)
PaymentData(1607, 160000, 1, 1, 1, 51, 2, 3, 2, 0, 0, 0, 79244, 77441, 75598, 82277, 84955, 87549, 0, 0, 8000, 4000, 4000, 4000, 1)
PaymentData(1610, 210000, 2, 2, 1, 43, 0, 0, 0, 0, 2, 0, 80527, 82332, 84043, 88508, 85802, 85280, 4000, 4000, 7000, 0, 3500, 7000, 0)
PaymentData(1611, 30000, 2, 2, 2, 23, 0, 0, 0, 2, 0, 0, 24285, 26143, 26929, 19610, 20591, 19472, 3002, 2130, 2, 3004, 8013, 0, 0)
PaymentData(1612, 300000, 2, 3, 1, 30, -1, -1, 0, 0, -1, -1, 12090, 15035, 25895, 16416, 3972, 2200, 15042, 25500, 6000, 3972, 2200, 0, 0)
PaymentData(1614, 130000, 2, 1, 1, 35, -1, -1, -1, -1, -1, -1, 6348, 321, 321, 0, 321, 0, 321, 321, 0, 321, 0, 0, 1)
PaymentData(1615, 360000, 1, 2, 1, 44, 0, 0, 0, 0, 2, 0, 270248, 138566, 142337, 149758, 147152, 149460, 5000, 5000, 8600, 0, 5000, 5000, 0)
PaymentData(1617, 20000, 1, 2, 3, 35, 1, -2, -2, -2, -2, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1)
PaymentData(1618, 360000, 1, 1, 1, 32, -2, -2, -2, -2, -2, -2, 10729, 2523, -2, -2, -2, -2, 2535, 0, 0, 0, 0, 0, 0)
PaymentData(1621, 30000, 2, 1, 2, 26, -1, -1, -1, -1, -1, 2, 2635, 807, 11428, 2462, 3605, 1559, 1270, 11500, 2462, 1559, 0, 3192, 0)
PaymentData(1626, 20000, 1, 3, 1, 63, 2, 2, 2, 2, 2, 0, 16097, 16951, 17090, 17128, 16725, 17263, 1400, 700, 600, 0, 800, 772, 1)
PaymentData(1627, 150000, 2, 3, 1, 48, 0, 0, 2, 0, 0, 0, 37800, 40874, 39922, 40953, 42136, 43279, 4000, 0, 2000, 2000, 2000, 2000, 0)
PaymentData(1629, 140000, 2, 3, 1, 31, 2, 2, 2, 2, 2, 2, 89910, 92588, 91936, 94623, 94952, 95234, 5000, 1800, 5000, 1900, 4700, 0, 0)
PaymentData(1630, 50000, 1, 3, 2, 31, 0, 0, 0, 0, 2, 0, 40011, 33648, 35082, 38286, 37543, 0, 1566, 2000, 3800, 0, 1546, 0, 0)
PaymentData(1638, 30000, 2, 3, 2, 40, 2, 2, 2, 2, 0, 0, 23687, 23020, 25218, 24514, 25030, 25557, 0, 2579, 0, 909, 944, 4642, 0)
PaymentData(1639, 70000, 2, 1, 2, 34, 1, 3, 2, 0, 0, 0, 70971, 71272, 69405, 34045, 34995, 36025, 2000, 0, 1220, 1500, 1725, 0, 1)
PaymentData(1640, 30000, 2, 3, 1, 47, -1, -1, -1, -1, -1, -1, 1355, 5137, 1392, 696, 0, 696, 5174, 1392, 696, 0, 696, 696, 0)
PaymentData(1642, 100000, 2, 2, 2, 27, -1, -1, -1, -2, -2, -2, 11540, 1300, 0, 0, 0, 0, 1303, 0, 0, 0, 0, 0, 0)
PaymentData(1643, 20000, 1, 2, 2, 44, 0, 0, 0, 0, 0, 0, 17636, 17947, 17914, 18357, 19155, 10200, 1375, 1122, 565, 1000, 204, 0, 1)
PaymentData(1644, 200000, 1, 1, 2, 29, -1, -1, -2, -2, -2, -2, 2290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
PaymentData(1645, 50000, 1, 3, 1, 72, 2, 0, 0, 0, 2, 2, 35417, 36453, 37166, 39710, 40519, 41324, 1908, 1621, 3165, 1600, 1620, 0, 1)
PaymentData(1647, 50000, 2, 1, 2, 27, 1, 2, 2, 2, 2, 2, 36794, 35922, 39319, 38387, 42764, 41926, 0, 4000, 0, 5000, 0, 5000, 1)
PaymentData(1649, 240000, 2, 3, 1, 39, -2, -2, -2, -2, -2, -2, 0, 1234, 0, 0, 620, 0, 1234, 0, 0, 620, 0, 0, 0)
PaymentData(1651, 500000, 2, 1, 1, 45, -1, -1, -1, -1, -1, -1, 36954, -24704, 22999, 18339, -3876, 15586, 0, 83000, 0, 0, 20000, 18000, 0)
PaymentData(1653, 30000, 1, 1, 1, 34, -1, -1, -1, -2, -2, -2, 220, 2500, 0, 0, 0, 0, 2500, 0, 0, 0, 0, 0, 0)
PaymentData(1654, 300000, 1, 1, 1, 43, 1, -2, -2, -2, -2, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1)
PaymentData(1656, 100000, 2, 3, 1, 31, -1, -1, -1, -2, -2, -2, 16033, 1716, 1200, 0, 0, 1300, 1716, 1200, 0, 0, 1300, 6455, 0)
PaymentData(1657, 150000, 2, 1, 2, 29, 0, 0, 2, 0, 0, 0, 108817, 83654, 79713, 64468, 66488, 58131, 7500, 0, 4000, 4000, 4000, 3500, 1)
PaymentData(1659, 190000, 2, 2, 2, 31, -1, -1, -1, -1, -2, -1, 771, 0, 4251, 0, 0, 6732, 0, 4251, 0, 0, 6732, 11306, 0)
PaymentData(1660, 20000, 2, 3, 2, 22, 0, 0, 0, 0, -1, -1, 14562, 5991, 6870, 0, 2734, 0, 1121, 1000, 0, 1367, 0, 0, 0)
PaymentData(1661, 50000, 2, 3, 1, 55, 1, 2, 2, 2, 0, 0, 49003, 49067, 50498, 47579, 47567, 48155, 2005, 3900, 0, 2000, 1900, 1900, 0)
PaymentData(1663, 90000, 2, 1, 2, 27, -2, -2, 2, 2, -2, -2, 1179, 6346, 4607, -6, -2153, -4306, 7020, 2980, 3000, 0, 0, 0, 0)
PaymentData(1664, 500000, 2, 1, 2, 36, -2, -2, -2, -2, -2, -2, -312, -2479, 2479, 2479, 763, 288, 0, 4958, 0, 763, 0, 14472, 1)
PaymentData(1666, 30000, 1, 2, 1, 31, 0, 0, 0, -1, -1, -2, 13265, 7206, 0, 2320, 0, 0, 1632, 780, 2320, 0, 0, 0, 0)
PaymentData(1668, 200000, 1, 2, 1, 42, 1, 2, 0, 0, 2, 2, 38187, 35827, 19208, 20023, 19572, 19652, 44, 1303, 1522, 0, 1099, 1339, 1)
PaymentData(1669, 100000, 1, 2, 2, 30, -2, -2, -2, -2, -2, -2, 914, 1170, 0, 0, 1756, 0, 1475, 0, 0, 1756, 0, 0, 0)
PaymentData(1670, 20000, 1, 3, 2, 40, 0, 0, 2, 3, 2, 2, 12649, 15526, 16383, 15831, 15438, 17371, 3103, 1408, 0, 0, 2346, 0, 0)
PaymentData(1672, 50000, 2, 2, 3, 51, 0, -1, 0, 0, 0, -2, 10571, 2477, 3234, 2904, 0, 0, 2477, 2904, 0, 0, 0, 0, 0)
PaymentData(1673, 290000, 1, 3, 2, 32, -1, -1, -1, -1, -1, 0, 1520, 1200, 0, 1000, 28661, 8976, 1200, 0, 1000, 9948, 8974, 175000, 0)
PaymentData(1674, 220000, 2, 1, 2, 36, -2, -2, -2, -2, -2, -2, 0, 420, 0, 584, 790, 0, 420, 0, 584, 790, 0, 1309, 0)
PaymentData(1681, 220000, 2, 2, 2, 31, -1, -1, -2, -1, -1, -2, 38746, 0, 0, 110699, 0, 0, 0, 0, 110699, 0, 0, 0, 1)
PaymentData(1682, 150000, 2, 2, 2, 29, 0, 0, -1, 0, 0, 0, 3559, 4724, 2629, 2584, 1371, 0, 1222, 2634, 1008, 506, 0, 0, 0)
PaymentData(1684, 200000, 1, 1, 1, 44, -1, -1, -2, -2, -2, -2, 667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
PaymentData(1688, 20000, 1, 1, 2, 22, 0, 0, 0, 0, 0, 0, 23538, 22780, 23623, 19600, 20100, 0, 3000, 1400, 2500, 500, 0, 0, 0)
PaymentData(1690, 50000, 1, 3, 1, 46, -1, 2, 2, -2, -2, -2, 13473, 12800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1)
PaymentData(1692, 290000, 2, 2, 2, 54, -2, -2, -2, -2, -2, -2, -68, -68, -68, 675, -6, 2168, 0, 0, 743, 0, 2174, 972, 0)
PaymentData(1693, 150000, 2, 1, 2, 27, -2, -2, -2, -2, -2, -2, 0, 610, 610, 0, 610, 0, 610, 610, 0, 610, 0, 0, 0)
PaymentData(1696, 250000, 1, 3, 1, 47, -1, -1, -1, -1, -1, -1, 1170, 1863, 3100, 2560, 2580, 3699, 1863, 3112, 2950, 2580, 3699, 0, 0)
